"Geneid","Length","SRR21623193","SRR21623194","SRR21623195","SRR21623196","SRR21623197","SRR21623198"
"LOC101105551",606,194,103,186,126,214,140
"GTF2E2",1766,1858,1472,2045,1219,1491,1352
"LOC106991952",1277,385,265,331,280,298,311
"RBPMS",1274,992,582,710,615,836,744
"LOC105605208",761,0,14,12,4,6,24
"DCTN6",2354,1177,780,883,775,844,676
"LOC105605202",496,2,0,4,0,2,2
"MBOAT4",1308,12,0,2,8,2,2
"LEPROTL1",2836,7797,6514,7145,3928,5139,4510
"SARAF",1965,6444,4704,5548,3462,4254,4288
"LOC101114164",1405,76,69,69,66,108,116
"LOC105605199",5807,26,18,10,9,10,16
"LOC105605200",1790,0,0,0,6,0,4
"DUSP4",2269,61,41,82,76,86,110
"LOC105601882",3509,96,33,80,51,72,92
"LOC106991951",300,156,72,186,149,168,137
"TNKS",9502,9012,6921,8336,4911,6586,6051
"PPP1R3B",5833,11236,7936,10069,6606,8380,7986
"ERI1",2064,1900,1501,1714,1211,1456,1190
"LOC105605187",416,217,141,232,128,223,182
"MFHAS1",5957,3414,2787,3579,3763,4517,4532
"LOC105605306",3732,0,12,2,2,8,2
"LOC105605305",4398,10,10,0,2,2,7
"CLDN23",2259,0,4,0,2,4,0
"LOC105605183",8107,0,0,0,0,0,0
"LOC101113127",6826,390,283,448,203,257,192
"LONRF1",8654,3253,2791,3362,1707,2062,1952
"LOC106991945",1292,10,20,6,16,16,9
"KIAA1456",4022,2,2,0,0,6,14
"C26H8orf48",5123,74,42,80,22,22,25
"DLC1",9821,4669,3462,4151,9029,11867,10864
"LOC101122662",1800,71,48,43,51,56,59
"LOC106991950",1397,0,0,0,2,2,2
"LOC106991943",3260,0,0,0,0,0,0
"C26H16orf87",1350,346,238,244,233,331,317
"SGCZ",7809,4,6,0,4,0,4
"TUSC3",1843,8260,6216,7795,5388,6328,6137
"MSR1",5306,10,9,4,5,14,0
"LOC105605178",486,0,0,0,0,0,0
"FGF20",1631,0,0,4,0,2,0
"LOC105605177",7727,88,31,36,467,575,509
"MICU3",1638,658,449,630,612,648,671
"ZDHHC2",3594,12693,9316,11058,6708,8339,7777
"CNOT7",2418,7504,4831,6568,5115,6185,5946
"LOC105605173",2559,95,43,54,74,24,30
"LOC105605174",2263,36,65,23,18,17,50
"VPS37A",3412,1100,964,1196,586,793,662
"LOC105605175",1151,2,0,2,0,0,0
"MTMR7",4243,156,77,132,67,154,129
"SLC7A2",7285,316,178,275,128,217,174
"PDGFRL",1745,176,97,150,78,84,70
"MTUS1",11151,609,497,658,338,510,465
"FGL1",1291,0,0,0,0,0,0
"LOC101118415",1519,293,221,298,145,161,151
"PCM1",8957,4848,4009,5163,3083,4028,3960
"ASAH1",1745,3885,2616,3554,2174,2729,2307
"LOC101110566",1300,10,0,0,2,1,6
"FRG1",1025,204,107,164,116,223,171
"LOC105605168",7972,14,4,12,2,6,6
"TRIML1",2424,0,5,0,2,0,0
"TRIML2",2097,2,0,0,0,0,0
"ZFP42",1285,4,0,0,0,0,0
"LOC106990547",2469,0,4,2,0,4,0
"LOC105605165",12184,40,40,40,27,40,54
"LOC106991949",1235,11,11,6,9,14,12
"LOC106990546",5340,23,9,34,24,31,6
"LOC105605167",2321,18,14,27,6,17,16
"LOC105605161",3703,86,128,58,58,45,63
"LOC105605163",3411,135,169,94,72,74,111
"FAT1",14181,17306,16027,18207,10830,14333,13073
"MTNR1A",1216,0,0,0,6,0,2
"F11",3457,2,0,0,2,0,4
"KLKB1",2393,6,6,10,8,18,6
"LOC101116121",3608,3966,2831,2995,1905,2700,2293
"FAM149A",2736,642,532,745,451,585,559
"TLR3",10217,1305,838,1023,1197,1409,1298
"LOC105605155",5657,40,63,67,29,35,64
"LOC101114586",9105,2393,1773,2129,1064,1394,1245
"PDLIM3",2169,14873,10510,13599,6290,8024,7644
"CCDC110",4299,44,62,51,38,72,30
"C26H4orf47",1793,257,178,221,194,206,185
"UFSP2",1549,1166,718,964,838,1100,980
"ANKRD37",3126,124,135,152,96,111,82
"LRP2BP",1558,26,42,30,54,45,35
"LOC106991948",1757,15,51,63,28,16,18
"SNX25",6363,942,860,1011,718,1031,831
"CFAP97",6331,3896,2772,3388,2359,3114,2791
"SLC25A4",879,2275,1582,2424,1016,1420,1154
"LOC105605303",1421,0,0,0,0,0,0
"HELT",1260,0,0,0,0,0,0
"ACSL1",8037,3623,2392,3020,1891,2462,2186
"LOC101110647",1120,2333,1693,2263,1786,2302,1940
"CENPU",2681,792,630,860,456,595,474
"LOC105605148",2470,136,125,178,132,122,145
"PRIMPOL",2443,639,582,728,353,521,438
"CASP3",3194,4100,2962,3565,2685,3410,3125
"IRF2",4651,1895,1472,1706,1596,2019,1858
"LOC105605144",13586,16,14,30,12,40,24
"ENPP6",4998,2,6,0,4,0,6
"LOC105605143",5548,4,10,0,5,6,4
"LOC105605302",870,109,92,106,95,120,108
"STOX2",9285,38,18,14,22,2,22
"LOC106991947",964,0,0,0,0,0,0
"TRAPPC11",4522,3713,2769,3536,1971,2349,2381
"RWDD4",2526,5164,3369,4114,3517,4633,3823
"ING2",2888,275,240,278,114,178,166
"CDKN2AIP",3554,1133,937,1052,3336,4398,3551
"LOC101107929",1774,0,0,0,4,6,0
"LOC106990148",1740,46,6,15,17,26,23
"CLDN22",873,76,36,80,31,83,48
"WWC2",7797,3748,2950,3806,2354,3140,2992
"LOC106990149",1707,35,18,59,14,6,28
"LOC105605137",3695,4,0,0,4,14,0
"DCTD",2331,726,662,708,394,498,412
"LOC105605132",7518,138,128,189,178,178,188
"LOC105605133",4471,34,36,43,33,68,59
"LOC105605134",1496,98,115,87,86,79,56
"LOC105605301",1329,32,46,60,31,45,61
"TENM3",9278,2484,2005,2528,1509,1994,1729
"LOC105605128",2748,16,49,38,58,81,44
"AGA",2026,962,782,983,563,657,688
"NEIL3",7265,643,573,732,450,603,420
"LOC106991946",1931,30,20,22,30,62,38
"LOC105605127",1653,221,126,195,203,250,228
"LOC105605124",9095,1682,2026,2044,3196,3183,3473
"VEGFC",1641,5709,4417,5660,6458,8302,7746
"LOC105605123",1447,8,6,24,70,34,66
"SPCS3",3687,13598,9713,12294,9320,10632,10238
"ASB5",7582,38,8,10,34,22,21
"SPATA4",2000,30,17,11,22,8,11
"WDR17",11905,1833,1692,1827,1016,1314,1218
"GPM6A",9785,1309,874,992,636,832,784
"FAM90A1",933,0,0,0,6,7,0
"SBD2",195,0,4,4,6,1,2
"LOC101105976",1935,0,6,0,2,4,0
"LOC105605116",3510,21,1,0,0,7,0
"LOC105605117",7452,55,27,56,22,43,35
"LOC101106394",2557,657,390,536,383,475,446
"LOC105605118",4840,38,42,28,39,54,80
"LOC101105133",1872,0,0,0,0,0,0
"LOC105605119",2050,0,0,1,0,6,9
"LOC101105720",665,26,20,24,14,26,22
"LOC101105214",665,28,22,29,16,38,25
"LOC105605298",747,0,0,0,0,0,0
"LOC101104632",1331,0,0,0,0,0,0
"LOC101104371",2143,8,0,0,0,0,0
"XKR5",2303,12,11,10,0,0,8
"AGPAT5",3791,3756,2865,3451,2273,2702,2527
"ANGPT2",2922,55,57,51,41,46,38
"MCPH1",2849,430,382,375,276,319,422
"LOC105605113",1734,0,0,0,0,2,0
"LOC101103374",806,5,0,0,0,0,0
"LOC105605296",507,0,0,0,0,0,0
"LOC105605112",2395,2,0,2,0,0,4
"LOC105605107",4318,0,0,0,0,0,0
"LOC106991942",685,23,34,36,31,34,39
"LOC105605108",921,65,20,71,56,46,41
"CSMD1",10779,88,81,75,96,140,124
"LOC105605105",1626,0,0,0,0,0,0
"MYOM2",4918,6,0,0,4,14,4
"KBTBD11",2855,26,12,20,16,30,18
"ARHGEF10",5419,2549,1779,2277,1157,1609,1441
"LOC106990141",8031,254,220,156,186,236,242
"LOC105605102",7491,483,427,397,348,388,372
"CLN8",1172,82,44,68,23,38,35
"LOC105612180",7616,0,0,0,0,0,0
"DLGAP2",13974,0,0,0,0,0,2
"ERICH1",2925,418,255,451,285,360,413
"COG2",2897,3597,2453,3213,1511,1999,1867
"AGT",2109,51,58,30,29,46,26
"TFAM",3575,2797,2357,2892,2047,2666,2478
"ZNF239",2912,651,413,492,170,212,212
"ZNF32",1842,314,245,389,102,158,112
"LOC106991933",1195,0,0,0,0,0,4
"LOC105605076",3703,1,16,3,4,8,9
"LOC105605075",4071,10,0,8,4,0,0
"CXCL12",3925,226,136,172,48,70,64
"TMEM72",2218,12,8,10,4,8,0
"LOC105605070",1837,55,10,19,33,24,17
"C25H10orf10",1096,14,6,19,7,13,4
"RASSF4",1922,480,216,272,207,177,192
"ZNF22",2527,875,777,868,377,539,437
"LOC101118161",1168,0,0,0,4,4,0
"LOC101117903",921,0,0,0,0,0,0
"LOC101117644",1032,0,0,2,0,0,0
"ALOX5",2435,14,7,16,6,26,12
"MARCH8",10313,2830,2069,2612,1606,2023,1814
"LOC105605068",2795,8,12,24,3,2,10
"ZFAND4",4960,1258,915,960,953,1132,1212
"LOC101119611",4241,3691,2453,3367,2094,2792,2454
"LOC105605067",925,134,131,180,111,122,136
"MSMB",750,232,134,208,225,199,216
"NCOA4",3737,17508,13059,15366,10500,12866,12206
"LOC101118849",1048,5617,4454,5076,3591,4527,4591
"PARG",6722,3073,2426,2731,1748,2174,1974
"OGDHL",3700,12,4,8,0,8,8
"C25H10orf53",563,0,0,0,0,0,0
"CHAT",5022,10,1,3,6,0,2
"SLC18A3",1758,0,0,0,0,0,0
"ERCC6",9437,1730,1406,1560,688,924,938
"DRGX",918,0,0,0,0,0,0
"C25H10orf71",5666,2,12,16,6,4,4
"C25H10orf128",6805,2,0,0,4,4,5
"FAM170B",4116,0,0,0,0,0,0
"VSTM4",3754,2,6,0,0,0,0
"LRRC18",3324,0,1,0,2,2,0
"WDFY4",11672,6,12,24,11,9,23
"ARHGAP22",6833,379,302,359,329,331,337
"MAPK8",6522,5841,4470,5409,4411,5187,4898
"FRMPD2",9583,0,4,4,0,0,0
"PTPN20",6068,2,2,1,0,4,0
"LOC105605053",9822,0,0,0,0,0,0
"GDF10",2546,0,0,0,0,4,0
"GDF2",8503,0,0,2,2,0,2
"RBP3",9203,0,0,2,6,0,0
"ZNF488",2654,2,12,25,12,6,2
"LOC105605098",2590,0,0,2,0,0,0
"LOC105605052",646,0,0,0,0,0,0
"LOC105605049",7514,0,0,6,6,8,2
"LOC105605051",5689,20,6,18,0,22,12
"LOC105605050",1499,0,0,0,0,0,0
"LOC105605096",3675,0,0,0,0,2,2
"LOC105605095",1517,0,0,0,0,0,0
"LOC105605094",1371,0,2,0,0,0,0
"LOC101114082",1978,120292,86706,107152,62491,77123,73435
"TRNAA-AGC",2026,127,105,175,220,276,352
"LOC101113823",3561,38,8,12,0,6,2
"GPRIN2",2226,11,14,26,0,22,2
"LOC101115343",2168,188,136,122,60,68,79
"LOC106991932",1413,82,107,92,44,60,39
"FAM35A",4044,350,318,262,176,160,184
"FAM25A",1724,8,4,2,6,7,0
"ADIRF",1222,16,10,12,15,2,2
"SNCG",806,0,0,2,26,16,14
"MMRN2",8002,403,420,383,672,757,760
"LOC101112536",856,2508,1977,2443,2033,2512,2345
"LOC106991941",4074,262,244,294,122,176,188
"LOC105605044",335,69,61,68,36,19,33
"BMPR1A",7913,9936,7784,9548,6633,7880,6978
"LOC105605043",259,0,0,7,0,0,0
"LDB3",4708,211,156,148,64,62,53
"OPN4",1815,2,0,0,2,2,6
"LOC105605041",5326,228,362,444,463,388,470
"WAPL",4600,4512,3615,4998,3867,5513,4742
"LOC105605039",8578,0,2,0,6,0,4
"GRID1",3057,16,4,8,6,12,2
"LOC105605037",1913,2,6,22,10,8,6
"TRNAG-GCC",1791,42,38,64,39,30,27
"LOC101114083",1310,153,98,148,116,152,173
"LOC101113824",1447,6,2,2,0,5,0
"CCSER2",14243,10519,8016,9269,7674,8941,8698
"RGR",1380,0,0,0,4,0,0
"LRIT1",1858,0,4,2,0,0,8
"LRIT2",1656,0,0,0,0,0,0
"CDHR1",2873,0,1,0,0,2,2
"C25H10orf99",1173,0,0,6,0,0,2
"GHITM",2653,16952,12468,15673,9636,12080,10938
"LOC105605031",5142,10,2,0,4,2,16
"LOC101113040",640,0,0,0,0,0,0
"TRNAY-AUA",433,9,20,3,12,27,18
"LOC101112789",1019,0,0,0,0,0,0
"NRG3",3349,41,38,58,19,46,50
"LOC106991931",1206,0,0,0,0,0,0
"LOC101112283",577,0,0,0,6,0,0
"SH2D4B",3551,12,8,8,36,42,10
"LOC105605028",1452,10,28,49,11,4,20
"TSPAN14",11593,2510,1643,2148,1309,1690,1767
"LOC105605027",2874,138,146,144,86,128,144
"FAM213A",4781,394,305,346,212,312,318
"DYDC2",1558,16,8,4,4,8,10
"DYDC1",1299,24,22,19,6,2,8
"MAT1A",6432,36,34,14,20,18,20
"SFTPA1",1863,24,0,10,0,4,6
"MBLA",1718,2,4,0,4,0,0
"LOC105605092",532,0,2,4,0,0,2
"TMEM254",2147,4146,3072,3838,3282,4040,3999
"SFTPD",2203,0,0,2,0,2,0
"LOC106990762",996,0,0,0,0,0,0
"PLAC9",1382,77,50,80,62,82,56
"ANXA11",2582,5329,3663,4865,3518,4338,4333
"LOC101105719",607,4,12,6,4,6,0
"ZCCHC24",738,165,150,172,86,146,122
"PPIF",1414,831,668,823,310,384,408
"ZMIZ1",6880,2492,1879,2485,1133,1501,1670
"LOC105605025",5447,40,30,28,20,22,16
"LOC105605022",11439,2,4,6,2,6,0
"LOC105605021",3493,4,6,2,8,2,0
"LOC105605020",2905,2,6,10,0,6,8
"RPS24",611,2009,1670,2042,1417,1779,1691
"POLR3A",4907,3339,2655,3199,1715,1949,1803
"DLG5",7348,4097,2969,4413,2302,2910,2751
"LOC105605018",7325,27,55,51,12,38,22
"LOC106991612",1981,386,312,362,160,182,217
"KCNMA1",3161,23340,17420,21666,11735,15085,13881
"LOC106991576",1845,8,8,33,26,16,30
"LOC106991925",959,13,4,2,0,10,0
"LOC105605008",3665,16,8,8,14,8,4
"C25H10orf11",19573,88,62,58,40,34,38
"ZNF503",2006,84,24,40,18,33,49
"LOC105605002",9880,76,80,34,50,78,86
"LOC106991580",11433,140,133,137,148,153,184
"COMTD1",989,131,63,154,85,81,111
"VDAC2",1506,16298,12034,16147,11513,15301,12979
"LOC105605091",1770,62,42,29,32,78,71
"DUSP13",7473,25,14,16,7,21,48
"SAMD8",10256,5504,4292,5098,4441,5200,5105
"DUPD1",1357,16,2,10,14,12,8
"KAT6B",11555,3274,2526,2822,2111,2923,2656
"LOC105605000",7500,66,57,80,148,212,168
"LOC105605080",1497,36,82,42,57,71,38
"LOC105604997",2420,516,346,452,544,744,719
"ADK",2351,2087,1556,1958,1338,1624,1498
"AP3M1",4127,10560,7910,9631,4731,5266,5256
"VCL",5444,31085,22865,29410,16192,20928,19310
"MYEOV2",529,69,50,112,43,88,65
"PLAU",2334,262,208,256,210,268,194
"LOC105604996",1963,4,2,2,10,0,0
"CAMK2G",3884,3087,2453,2927,1147,1595,1431
"NDST2",4932,1426,988,1465,271,522,453
"ZSWIM8",5839,3908,2496,3652,1613,2251,2284
"CHCHD1",606,260,134,255,159,244,165
"LOC105604994",2582,1049,672,855,612,737,723
"FUT11",2158,1100,800,990,327,387,409
"SEC24C",6193,13301,9944,12850,8086,10466,10200
"SYNPO2L",5763,171,176,150,50,60,94
"MYOZ1",1401,30,13,14,13,12,15
"USP54",26655,1917,1911,2255,1498,1794,1651
"PPP3CB",3566,4952,3946,4966,4011,4620,4846
"MSS51",4604,561,546,556,895,1003,900
"ANXA7",2019,4872,3850,4387,3729,4906,4416
"CFAP70",5789,256,242,216,202,208,205
"LOC105604991",1211,65,70,68,63,58,51
"MRPS16",693,1604,1231,1473,716,915,845
"DNAJC9",2833,3416,2738,3390,1461,1630,1689
"LOC105605079",408,106,77,131,81,111,90
"FAM149B1",3244,3460,2744,3448,1788,2230,2088
"LOC105605078",1667,87,64,98,111,116,105
"ECD",2186,3543,2631,3036,2067,2676,2203
"NUDT13",1999,512,467,655,426,490,472
"LOC106990702",778,50,53,54,76,112,61
"P4HA1",2945,12946,9224,10790,8945,11175,9761
"LOC105604988",1599,5,4,12,12,10,2
"PLA2G12B",919,24,5,8,10,10,12
"LOC106990703",2273,10,12,0,25,20,10
"OIT3",2969,42,28,44,12,40,33
"LOC106991940",537,22,4,8,2,8,10
"LOC105604986",6017,321,332,384,294,258,305
"MCU",3012,3431,2653,3145,2229,2735,2614
"MICU1",2436,5609,4209,5220,3584,4457,3975
"DNAJB12",3788,1823,1418,1740,960,1414,1148
"DDIT4",1744,1344,918,1059,886,1168,1086
"LOC105604982",1585,168,93,140,114,184,107
"ANAPC16",1586,3290,2188,2516,1847,2020,1805
"LOC105604983",1317,88,93,88,80,66,80
"ASCC1",2841,3003,1998,2670,1912,2284,1958
"SPOCK2",4914,210,160,232,204,228,226
"LOC105604981",370,16,9,6,3,13,6
"LOC105604980",536,40,34,44,13,32,30
"CHST3",14142,2180,1625,2338,1054,1329,1466
"PSAP",2755,97121,73068,96300,59274,79483,71962
"C25H10orf54",8099,312,272,419,132,210,278
"CDH23",10470,488,391,503,228,332,345
"LOC106991939",1011,6,2,4,0,0,4
"SLC29A3",4671,557,520,634,250,284,281
"UNC5B",2829,1917,1319,1710,835,1264,1004
"PCBD1",836,3924,3036,3702,2012,2673,2333
"LOC105604976",564,418,284,354,262,304,244
"SGPL1",6128,8338,6092,7420,5092,6182,6173
"TBATA",2087,46,19,38,21,36,41
"ADAMTS14",8500,3022,2002,2819,1258,1829,1542
"PRF1",2472,0,12,0,0,6,0
"PALD1",7561,328,242,348,84,120,142
"NODAL",4134,188,202,228,80,96,128
"EIF4EBP2",6820,63296,54297,60254,24022,31080,29008
"LRRC20",4253,519,344,459,134,192,150
"NPFFR1",1452,0,0,4,4,0,0
"PPA1",1201,3368,2426,3035,2624,3315,2989
"SAR1A",3242,33083,23967,29416,21154,25720,23503
"TYSND1",4828,3843,2822,3548,732,869,884
"AIFM2",4952,1603,1005,1539,717,1073,1030
"LOC105604970",5648,52,22,38,30,34,34
"LOC101108627",1850,20,23,16,26,25,15
"COL13A1",3872,5,0,4,8,0,4
"C25H10orf35",1927,568,457,540,212,306,298
"NEUROG3",924,0,0,0,0,0,0
"LOC106991930",4123,4,0,0,4,6,10
"TSPAN15",1741,864,662,866,745,971,825
"LOC105604969",5336,91,73,40,64,96,127
"TACR2",5563,124,129,109,367,489,450
"HK1",4501,25701,19610,25883,17945,24236,21930
"HKDC1",4429,200,175,227,92,96,115
"SUPV3L1",2549,2454,2036,2368,1468,1866,1759
"VPS26A",3822,8522,6001,7859,6172,7473,6951
"SRGN",1195,154,106,144,112,192,128
"LOC105604965",664,2,0,1,1,0,0
"LOC105605089",2068,25,22,22,41,38,34
"KIF1BP",2387,2080,1753,2203,1637,1989,1995
"DDX21",2521,2772,1824,2475,2860,3428,3033
"DDX50",3274,1719,1157,1506,1041,1327,1308
"LOC101103781",2711,4,8,4,10,32,12
"LOC106991929",789,14,9,30,8,18,16
"CCAR1",4975,3770,3114,3871,2783,3360,3163
"LOC105604962",267,11,0,8,4,14,5
"LOC101106136",2357,98,72,57,22,26,56
"LOC105604963",2309,114,62,96,42,37,48
"TET1",7991,1599,1608,1994,964,1064,1119
"SLC25A16",2375,2334,1928,2314,2847,3759,3039
"DNA2",4978,1384,1188,1567,876,1113,1027
"RUFY2",5806,4006,2986,3630,1689,2087,2047
"HNRNPH3",4071,2592,1836,2512,2042,2496,2432
"LOC101105383",1460,278,202,340,194,258,275
"PBLD",2268,766,490,751,397,454,475
"ATOH7",1586,24,26,22,22,43,37
"MYPN",12973,86,66,71,141,166,173
"HERC4",13981,8866,6971,8210,6319,7316,7228
"SIRT1",5974,5593,4583,5360,3570,4564,4300
"DNAJC12",1409,40,25,22,39,38,40
"TRNAS-UGA",401,67,30,25,44,57,59
"LOC101102285",828,2221,1317,2159,1460,2078,1658
"LOC105604957",2715,0,4,0,0,0,2
"LOC101102450",436,112,65,131,70,129,76
"LOC105604958",331,0,8,4,4,1,1
"LRRTM3",1884,28,11,9,1,6,0
"LOC105604959",3424,68,56,68,68,71,56
"CTNNA3",8843,77,62,54,64,41,43
"LOC106991928",4120,24,19,19,9,31,17
"LOC101123090",585,11,8,19,11,20,7
"LOC101122571",511,58,47,69,33,70,63
"REEP3",4640,13379,8938,10996,7713,9402,9193
"LOC101122076",642,51,32,46,22,14,32
"JMJD1C",22772,9017,7498,9084,7366,8514,8143
"NRBF2",1838,758,513,534,439,587,533
"LOC101121824",924,0,0,1,4,1,6
"EGR2",5231,231,166,251,858,1047,982
"ADO",665,92,83,126,54,54,54
"LOC106991927",1830,6,8,18,16,4,14
"LOC105605088",2129,8,2,4,10,6,11
"ZNF365",5614,819,678,793,514,627,640
"RTKN2",9021,1297,1133,1200,651,1008,941
"LOC105604951",1047,180,171,201,47,69,57
"ARID5B",14340,26508,19920,23310,14112,18022,16491
"LOC105604950",799,84,42,101,67,71,56
"C25H10orf107",2977,1665,1039,1322,1116,1377,1316
"LOC105604949",4691,22,14,14,16,24,18
"TMEM26",5410,697,482,585,465,498,548
"LOC106991938",428,0,7,12,4,2,0
"RHOBTB1",12446,4751,3145,3986,1882,2352,2303
"LOC101121063",1611,20,40,10,19,18,17
"CDK1",1233,6157,4917,5968,3174,4006,3817
"LOC106991924",1211,0,2,0,0,0,0
"LOC105604944",1476,0,0,0,2,0,0
"LOC101120721",283,44,54,51,55,48,43
"ANK3",24727,4291,3021,3839,1562,2002,1823
"LOC106991937",8899,264,274,204,372,452,445
"LOC105605077",231,23,17,8,22,41,43
"CCDC6",5660,8640,6298,7678,10064,13353,11964
"MRLN",521,2,6,4,19,9,10
"SLC16A9",4141,6,4,2,4,16,6
"LOC106991936",2194,0,0,0,2,0,2
"LOC105604939",3209,89,42,41,62,58,60
"FAM13C",6420,1096,734,850,552,771,704
"PHYHIPL",8081,134,91,82,80,72,90
"BICC1",21921,4833,3894,4795,2553,3550,2985
"LOC106991935",1360,6,6,2,0,0,3
"HNRNPF",3053,12212,8615,12073,10660,13624,12467
"FXYD4",1685,32,35,14,45,41,40
"LOC105604936",4317,0,8,6,12,26,32
"RASGEF1A",3579,361,338,433,694,836,665
"CSGALNACT2",8359,4906,3667,4524,2680,3387,3037
"RET",3380,659,382,540,365,421,323
"LOC105611500",2321,2204,1484,1895,1150,1590,1351
"LOC101119530",2931,0,0,1,0,0,2
"BMS1",4498,4873,3425,4510,3806,4987,4571
"LOC101119276",4181,0,3,2,0,4,3
"LOC105605087",1735,6,10,4,12,18,2
"ZNF248",4878,610,501,617,409,443,392
"LOC105604929",1129,1302,969,1302,882,1030,979
"LOC101119014",1162,5,4,12,0,0,7
"ZNF33B",10359,164,170,136,170,206,162
"LOC101118756",4089,8,4,9,10,14,2
"ZNF25",5611,1326,1128,1335,952,1380,1207
"LOC105604932",1506,0,4,6,0,8,6
"LOC105604933",710,4,0,4,16,16,4
"LOC105604928",1933,10,7,16,21,44,67
"CHRM3",19649,9518,7634,8810,8738,10728,10131
"ZP4",1844,0,0,0,0,8,0
"LOC105605085",2506,16,8,6,6,4,8
"RYR2",19921,637,516,554,336,374,311
"LOC105604924",1379,4,0,14,0,2,0
"MTR",11726,1634,1359,1603,918,1154,1036
"ACTN2",4625,6,2,0,0,8,0
"LOC105604921",2779,0,0,0,0,0,0
"HEATR1",6816,9050,7108,8362,6506,8512,7633
"LGALS8",6472,5706,4196,5314,4236,5348,4813
"EDARADD",3245,4,6,0,0,2,2
"LOC101118244",1365,0,0,0,0,0,2
"ERO1B",2168,729,632,816,610,711,799
"GPR137B",3259,5044,3644,4418,2814,3577,3491
"NID1",5840,3181,2142,2966,1886,2640,2265
"LYST",16216,36709,28791,33825,24363,27494,26350
"GNG4",2587,900,568,865,622,706,819
"LOC101117215",4404,1895,1368,1675,921,1200,1121
"B3GALNT2",3112,1251,1082,1163,805,1085,1002
"TBCE",2280,6548,4849,5623,3116,4046,3626
"GGPS1",1913,2173,1488,1951,1322,1554,1463
"ARID4B",5962,1979,1465,1893,1433,2056,1700
"RBM34",1720,263,205,247,359,361,370
"TOMM20",1659,8977,6810,8279,6531,7776,7568
"LOC105604916",7243,130,110,101,78,122,90
"IRF2BP2",2318,4646,3698,4709,4383,5222,5199
"LOC101113650",1866,2708,2021,2611,3059,3410,3821
"LOC105604914",4242,28,22,42,87,33,70
"TARBP1",5063,4179,3246,3643,2068,2599,2637
"LOC101113195",990,354,232,361,232,290,239
"LOC105604913",2857,0,0,0,0,4,4
"SLC35F3",4117,0,8,0,0,0,0
"LOC105604911",2061,80,67,62,46,36,31
"KCNK1",1637,586,468,642,526,558,492
"LOC101112946",2038,341,228,333,271,347,307
"LOC105604910",2128,0,12,4,6,4,4
"LOC101115427",9746,4722,4199,4652,2255,2945,2827
"PCNXL2",6266,2053,1710,2134,1073,1446,1427
"NTPCR",1264,1746,1298,1440,1083,1320,1270
"MAP10",3755,256,184,240,76,126,96
"LOC105604903",2723,2,8,6,2,6,4
"SIPA1L2",12656,639,471,625,345,403,360
"DISC1",3361,4,4,6,7,6,2
"LOC105604900",1680,0,0,0,0,0,0
"LOC105604901",4071,16,10,16,5,10,18
"LOC106991934",2200,34,20,26,22,30,26
"TSNAX",2683,8066,4204,6691,5007,6732,5566
"LOC106990374",5610,260,221,259,129,190,227
"EGLN1",4461,7249,5587,6667,4492,5535,5224
"SPRTN",3379,2039,1695,1962,818,1032,976
"EXOC8",4643,2583,1937,2115,1102,1408,1262
"GNPAT",2511,7776,5785,7466,4396,5474,4923
"C25H1orf131",1778,574,369,519,470,620,605
"TRIM67",8311,34,48,68,14,44,24
"FAM89A",1141,248,300,326,158,234,192
"ARV1",1542,2832,1899,2290,1856,2218,2144
"TTC13",4919,3030,2370,3151,1749,2024,1981
"C25H1orf198",1456,6160,4380,5401,4264,5574,5213
"LOC101109671",1227,222,128,211,172,220,183
"FMN2",2885,7,1,8,4,6,4
"LOC105604896",4683,262,152,238,119,180,182
"LOC105604893",3404,2,8,5,0,3,2
"LOC101112878",825,0,0,0,0,0,0
"LOC105613978",555,0,0,0,0,0,0
"LOC101112374",1085,78,36,48,54,66,48
"LOC106990696",934,0,2,6,4,0,10
"LOC106990695",994,0,2,2,0,3,2
"LOC101111602",1002,0,0,0,2,0,2
"LOC101111340",973,6,0,0,0,0,0
"LOC101111071",939,0,4,0,0,0,0
"LOC101110816",904,0,0,0,0,0,0
"LOC101110565",618,0,0,0,0,0,0
"LOC101110298",939,0,0,0,0,0,0
"LOC106990694",1011,0,0,0,0,2,0
"LOC101109767",914,0,0,0,0,0,0
"LOC101109508",914,0,0,0,0,0,0
"LOC101109240",930,0,0,0,0,0,0
"LOC101108983",830,0,0,0,0,0,0
"LOC101109143",930,0,0,0,0,0,0
"LOC101108881",927,0,0,0,0,0,0
"LOC101108717",923,0,0,0,0,4,0
"LOC101108625",918,0,0,0,0,0,0
"LOC101108450",927,0,0,0,0,0,0
"LOC101108188",906,0,0,0,2,4,0
"LOC101107927",898,0,0,0,0,2,0
"LOC105604894",2308,0,0,0,0,0,6
"LOC101107159",1222,0,0,0,0,0,0
"LOC106990693",1574,0,0,0,0,0,0
"LOC101106652",1041,0,2,0,4,0,0
"LOC105613921",937,0,0,0,8,0,0
"LOC105605082",914,0,0,0,0,0,0
"LOC105613922",1021,0,0,0,0,0,1
"LOC105613923",920,0,0,0,0,0,2
"LOC106991926",1101,6,0,0,2,0,6
"LOC101105384",935,0,0,6,0,0,2
"LOC101105131",945,0,2,0,0,0,2
"LOC105613925",945,0,0,0,2,0,0
"LOC101104630",936,0,0,0,0,0,1
"LOC101104369",936,0,0,0,0,0,1
"LOC101104120",1011,8,6,2,10,10,6
